User_Type,Dataset_Source,Age,Age_Group,Age_Numeric,Gender,Gender_Standardized
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,,Unknown
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,52.0,45-54,52.0,Female,Female
Student,Global_Student_Survey_COVID19,45.0,45-54,45.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Male,Male
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Female,Female
Student,Global_Student_Survey_COVID19,42.0,35-44,42.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Gender diverse,Gender Diverse
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,41.0,35-44,41.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Prefer not to say,Prefer Not to Say
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,40.0,35-44,40.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Male,Male
Student,Global_Student_Survey_COVID19,43.0,35-44,43.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,47.0,45-54,47.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,37.0,35-44,37.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,28.0,25-34,28.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Gender diverse,Gender Diverse
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Male,Male
Student,Global_Student_Survey_COVID19,42.0,35-44,42.0,Male,Male
Student,Global_Student_Survey_COVID19,40.0,35-44,40.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,28.0,25-34,28.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,39.0,35-44,39.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,28.0,25-34,28.0,Male,Male
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,37.0,35-44,37.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,36.0,35-44,36.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,52.0,45-54,52.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Gender diverse,Gender Diverse
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,40.0,35-44,40.0,Male,Male
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,36.0,35-44,36.0,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Male,Male
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,,Unknown
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,27.0,25-34,27.0,Male,Male
Student,Global_Student_Survey_COVID19,42.0,35-44,42.0,Female,Female
Student,Global_Student_Survey_COVID19,48.0,45-54,48.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Gender diverse,Gender Diverse
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,38.0,35-44,38.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Gender diverse,Gender Diverse
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,28.0,25-34,28.0,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Male,Male
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,28.0,25-34,28.0,Male,Male
Student,Global_Student_Survey_COVID19,40.0,35-44,40.0,Female,Female
Student,Global_Student_Survey_COVID19,26.0,25-34,26.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,49.0,45-54,49.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Male,Male
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,54.0,45-54,54.0,Male,Male
Student,Global_Student_Survey_COVID19,23.0,18-24,23.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,28.0,25-34,28.0,Female,Female
Student,Global_Student_Survey_COVID19,35.0,35-44,35.0,Female,Female
Student,Global_Student_Survey_COVID19,24.0,18-24,24.0,Female,Female
Student,Global_Student_Survey_COVID19,,Unknown,,Female,Female
Student,Global_Student_Survey_COVID19,45.0,45-54,45.0,Female,Female
